REPORT_DATE_AS_YYYY-MM-DD,REF_WEEK_END,CFTC_NET_LONG,OPEN_INTEREST_ALL,PROD_MERC_POSITIONS_LONG_ALL,PROD_MERC_POSITIONS_SHORT_ALL,SWAP_POSITIONS_LONG_ALL,SWAP__POSITIONS_SHORT_ALL,SWAP__POSITIONS_SPREAD_ALL,M_MONEY_POSITIONS_LONG_ALL,M_MONEY_POSITIONS_SHORT_ALL,M_MONEY_POSITIONS_SPREAD_ALL,OTHER_REPT_POSITIONS_LONG_ALL,OTHER_REPT_POSITIONS_SHORT_ALL,OTHER_REPT_POSITIONS_SPREAD_ALL,TOT_REPT_POSITIONS_LONG_ALL,TOT_REPT_POSITIONS_SHORT_ALL,NONREPT_POSITIONS_LONG_ALL,NONREPT_POSITIONS_SHORT_ALL,OPEN_INTEREST_OLD,PROD_MERC_POSITIONS_LONG_OLD,PROD_MERC_POSITIONS_SHORT_OLD,SWAP_POSITIONS_LONG_OLD,SWAP__POSITIONS_SHORT_OLD,SWAP__POSITIONS_SPREAD_OLD,M_MONEY_POSITIONS_LONG_OLD,M_MONEY_POSITIONS_SHORT_OLD,M_MONEY_POSITIONS_SPREAD_OLD,OTHER_REPT_POSITIONS_LONG_OLD,OTHER_REPT_POSITIONS_SHORT_OLD,OTHER_REPT_POSITIONS_SPREAD_OLD,TOT_REPT_POSITIONS_LONG_OLD,TOT_REPT_POSITIONS_SHORT_OLD,NONREPT_POSITIONS_LONG_OLD,NONREPT_POSITIONS_SHORT_OLD,OPEN_INTEREST_OTHER,PROD_MERC_POSITIONS_LONG_OTHER,PROD_MERC_POSITIONS_SHORT_OTHER,SWAP_POSITIONS_LONG_OTHER,SWAP__POSITIONS_SHORT_OTHER,SWAP__POSITIONS_SPREAD_OTHER,M_MONEY_POSITIONS_LONG_OTHER,M_MONEY_POSITIONS_SHORT_OTHER,M_MONEY_POSITIONS_SPREAD_OTHER,OTHER_REPT_POSITIONS_LONG_OTHER,OTHER_REPT_POSITIONS_SHORT_OTHER,OTHER_REPT_POSITIONS_SPREAD_OTHER,TOT_REPT_POSITIONS_LONG_OTHER,TOT_REPT_POSITIONS_SHORT_OTHER,NONREPT_POSITIONS_LONG_OTHER,NONREPT_POSITIONS_SHORT_OTHER,CHANGE_IN_OPEN_INTEREST_ALL,CHANGE_IN_PROD_MERC_LONG_ALL,CHANGE_IN_PROD_MERC_SHORT_ALL,CHANGE_IN_SWAP_LONG_ALL,CHANGE_IN_SWAP_SHORT_ALL,CHANGE_IN_SWAP_SPREAD_ALL,CHANGE_IN_M_MONEY_LONG_ALL,CHANGE_IN_M_MONEY_SHORT_ALL,CHANGE_IN_M_MONEY_SPREAD_ALL,CHANGE_IN_OTHER_REPT_LONG_ALL,CHANGE_IN_OTHER_REPT_SHORT_ALL,CHANGE_IN_OTHER_REPT_SPREAD_ALL,CHANGE_IN_TOT_REPT_LONG_ALL,CHANGE_IN_TOT_REPT_SHORT_ALL,CHANGE_IN_NONREPT_LONG_ALL,CHANGE_IN_NONREPT_SHORT_ALL,PCT_OF_OPEN_INTEREST_ALL,PCT_OF_OI_PROD_MERC_LONG_ALL,PCT_OF_OI_PROD_MERC_SHORT_ALL,PCT_OF_OI_SWAP_LONG_ALL,PCT_OF_OI_SWAP_SHORT_ALL,PCT_OF_OI_SWAP_SPREAD_ALL,PCT_OF_OI_M_MONEY_LONG_ALL,PCT_OF_OI_M_MONEY_SHORT_ALL,PCT_OF_OI_M_MONEY_SPREAD_ALL,PCT_OF_OI_OTHER_REPT_LONG_ALL,PCT_OF_OI_OTHER_REPT_SHORT_ALL,PCT_OF_OI_OTHER_REPT_SPREAD_ALL,PCT_OF_OI_TOT_REPT_LONG_ALL,PCT_OF_OI_TOT_REPT_SHORT_ALL,PCT_OF_OI_NONREPT_LONG_ALL,PCT_OF_OI_NONREPT_SHORT_ALL,PCT_OF_OPEN_INTEREST_OLD,PCT_OF_OI_PROD_MERC_LONG_OLD,PCT_OF_OI_PROD_MERC_SHORT_OLD,PCT_OF_OI_SWAP_LONG_OLD,PCT_OF_OI_SWAP_SHORT_OLD,PCT_OF_OI_SWAP_SPREAD_OLD,PCT_OF_OI_M_MONEY_LONG_OLD,PCT_OF_OI_M_MONEY_SHORT_OLD,PCT_OF_OI_M_MONEY_SPREAD_OLD,PCT_OF_OI_OTHER_REPT_LONG_OLD,PCT_OF_OI_OTHER_REPT_SHORT_OLD,PCT_OF_OI_OTHER_REPT_SPREAD_OLD,PCT_OF_OI_TOT_REPT_LONG_OLD,PCT_OF_OI_TOT_REPT_SHORT_OLD,PCT_OF_OI_NONREPT_LONG_OLD,PCT_OF_OI_NONREPT_SHORT_OLD,PCT_OF_OPEN_INTEREST_OTHER,PCT_OF_OI_PROD_MERC_LONG_OTHER,PCT_OF_OI_PROD_MERC_SHORT_OTHER,PCT_OF_OI_SWAP_LONG_OTHER,PCT_OF_OI_SWAP_SHORT_OTHER,PCT_OF_OI_SWAP_SPREAD_OTHER,PCT_OF_OI_M_MONEY_LONG_OTHER,PCT_OF_OI_M_MONEY_SHORT_OTHER,PCT_OF_OI_M_MONEY_SPREAD_OTHER,PCT_OF_OI_OTHER_REPT_LONG_OTHER,PCT_OF_OI_OTHER_REPT_SHORT_OTHER,PCT_OF_OI_OTHER_REPT_SPREAD_OTHER,PCT_OF_OI_TOT_REPT_LONG_OTHER,PCT_OF_OI_TOT_REPT_SHORT_OTHER,PCT_OF_OI_NONREPT_LONG_OTHER,PCT_OF_OI_NONREPT_SHORT_OTHER,TRADERS_PROD_MERC_LONG_ALL,TRADERS_PROD_MERC_SHORT_ALL,TRADERS_SWAP_LONG_ALL,TRADERS_SWAP_SHORT_ALL,TRADERS_SWAP_SPREAD_ALL,TRADERS_M_MONEY_LONG_ALL,TRADERS_M_MONEY_SHORT_ALL,TRADERS_M_MONEY_SPREAD_ALL,TRADERS_OTHER_REPT_LONG_ALL,TRADERS_OTHER_REPT_SHORT_ALL,TRADERS_OTHER_REPT_SPREAD_ALL,TRADERS_TOT_REPT_LONG_ALL,TRADERS_TOT_REPT_SHORT_ALL,TRADERS_PROD_MERC_LONG_OLD,TRADERS_PROD_MERC_SHORT_OLD,TRADERS_SWAP_LONG_OLD,TRADERS_SWAP_SHORT_OLD,TRADERS_SWAP_SPREAD_OLD,TRADERS_M_MONEY_LONG_OLD,TRADERS_M_MONEY_SHORT_OLD,TRADERS_M_MONEY_SPREAD_OLD,TRADERS_OTHER_REPT_LONG_OLD,TRADERS_OTHER_REPT_SHORT_OLD,TRADERS_OTHER_REPT_SPREAD_OLD,TRADERS_TOT_REPT_LONG_OLD,TRADERS_TOT_REPT_SHORT_OLD,TRADERS_PROD_MERC_LONG_OTHER,TRADERS_PROD_MERC_SHORT_OTHER,TRADERS_SWAP_LONG_OTHER,TRADERS_SWAP_SHORT_OTHER,TRADERS_SWAP_SPREAD_OTHER,TRADERS_M_MONEY_LONG_OTHER,TRADERS_M_MONEY_SHORT_OTHER,TRADERS_M_MONEY_SPREAD_OTHER,TRADERS_OTHER_REPT_LONG_OTHER,TRADERS_OTHER_REPT_SHORT_OTHER,TRADERS_OTHER_REPT_SPREAD_OTHER,TRADERS_TOT_REPT_LONG_OTHER,TRADERS_TOT_REPT_SHORT_OTHER,CONC_GROSS_LE_4_TDR_LONG_ALL,CONC_GROSS_LE_4_TDR_SHORT_ALL,CONC_GROSS_LE_8_TDR_LONG_ALL,CONC_GROSS_LE_8_TDR_SHORT_ALL,CONC_NET_LE_4_TDR_LONG_ALL,CONC_NET_LE_4_TDR_SHORT_ALL,CONC_NET_LE_8_TDR_LONG_ALL,CONC_NET_LE_8_TDR_SHORT_ALL,CONC_GROSS_LE_4_TDR_LONG_OLD,CONC_GROSS_LE_4_TDR_SHORT_OLD,CONC_GROSS_LE_8_TDR_LONG_OLD,CONC_GROSS_LE_8_TDR_SHORT_OLD,CONC_NET_LE_4_TDR_LONG_OLD,CONC_NET_LE_4_TDR_SHORT_OLD,CONC_NET_LE_8_TDR_LONG_OLD,CONC_NET_LE_8_TDR_SHORT_OLD,CONC_GROSS_LE_4_TDR_LONG_OTHER,CONC_GROSS_LE_4_TDR_SHORT_OTHER,CONC_GROSS_LE_8_TDR_LONG_OTHER,CONC_GROSS_LE_8_TDR_SHORT_OTHER,CONC_NET_LE_4_TDR_LONG_OTHER,CONC_NET_LE_4_TDR_SHORT_OTHER,CONC_NET_LE_8_TDR_LONG_OTHER,CONC_NET_LE_8_TDR_SHORT_OTHER
2024-02-06,2024-02-09,0,619955,310277,322727,20962,40092,26006,8346,49065,27363,78853,8123,133782,605589,607158,14366,12797,619955,310277,322727,20962,40092,26006,8346,49065,27363,78853,8123,133782,605589,607158,14366,12797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   16882,   17174,    3521,     777,    -350,   -2117,    -547,    5649,     640,   -7438,    -230,    7848,   16337,   14961,     545,    1921,100.0,50.0,52.1,3.4,6.5,4.2,1.3,7.9,4.4,12.7,1.3,21.6,97.7,97.9,2.3,2.1,100.0,50.0,52.1,3.4,6.5,4.2,1.3,7.9,4.4,12.7,1.3,21.6,97.7,97.9,2.3,2.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     47,     48,      6,     11,     14,      6,     13,     12,     23,     16,     35,117,    116,     47,     48,      6,     11,     14,      6,     13,     12,     23,     16,     35,    117,    116,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,34.9,30.5,45.8,45.5,23.8,20.9,32.5,30.1,34.9,30.5,45.8,45.5,23.8,20.9,32.5,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-06,2024-02-09,0,135521,24043,40423,24176,29361,4478,0,0,0,52681,15841,8912,114290,99015,21231,36506,135521,24043,40423,24176,29361,4478,0,0,0,52681,15841,8912,114290,99015,21231,36506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -5125,   -6486,   -1736,   -1008,   -2025,     289,       0,       0,       0,    2318,    -703,     301,   -4586,   -3874,    -539,   -1251,100.0,17.7,29.8,17.8,21.7,3.3,0.0,0.0,0.0,38.9,11.7,6.6,84.3,73.1,15.7,26.9,100.0,17.7,29.8,17.8,21.7,3.3,0.0,0.0,0.0,38.9,11.7,6.6,84.3,73.1,15.7,26.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     12,     18,      5,      6,      5,      0,      0,      0,      6,      4,      7,28,     35,     12,     18,      5,      6,      5,      0,      0,      0,      6,      4,      7,     28,     35,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,46.5,29.5,63.1,43.1,44.7,29.5,58.9,42.0,46.5,29.5,63.1,43.1,44.7,29.5,58.9,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-13,2024-02-16,0,613065,303373,322615,19309,38478,28620,9223,46159,28575,82899,7460,127635,599634,599542,13431,13523,613065,303373,322615,19309,38478,28620,9223,46159,28575,82899,7460,127635,599634,599542,13431,13523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -6890,   -6904,    -112,   -1653,   -1614,    2614,     877,   -2906,    1212,    4046,    -663,   -6147,   -5955,   -7616,    -935,     726,100.0,49.5,52.6,3.1,6.3,4.7,1.5,7.5,4.7,13.5,1.2,20.8,97.8,97.8,2.2,2.2,100.0,49.5,52.6,3.1,6.3,4.7,1.5,7.5,4.7,13.5,1.2,20.8,97.8,97.8,2.2,2.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     43,     45,      6,     11,     14,      6,     13,     12,     25,     15,     35,114,    113,     43,     45,      6,     11,     14,      6,     13,     12,     25,     15,     35,    114,    113,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,35.3,30.5,46.7,45.6,23.8,21.4,33.0,30.6,35.3,30.5,46.7,45.6,23.8,21.4,33.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-13,2024-02-16,0,142610,27695,44079,24493,29729,5004,0,0,0,52303,16204,11154,120649,106170,21961,36440,142610,27695,44079,24493,29729,5004,0,0,0,52303,16204,11154,120649,106170,21961,36440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    7089,    3652,    3656,     317,     368,     526,       0,       0,       0,    -378,     363,    2242,    6359,    7155,     730,     -66,100.0,19.4,30.9,17.2,20.8,3.5,0.0,0.0,0.0,36.7,11.4,7.8,84.6,74.4,15.4,25.6,100.0,19.4,30.9,17.2,20.8,3.5,0.0,0.0,0.0,36.7,11.4,7.8,84.6,74.4,15.4,25.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     13,     20,      5,      6,      5,      0,      0,      0,      6,      4,      7,29,     37,     13,     20,      5,      6,      5,      0,      0,      0,      6,      4,      7,     29,     37,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,44.7,28.8,62.2,43.1,42.7,28.8,57.5,40.7,44.7,28.8,62.2,43.1,42.7,28.8,57.5,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-20,2024-02-23,0,545588,263015,294406,20510,34145,25262,12873,39060,25085,79609,7564,107676,534030,533198,11558,12390,545588,263015,294406,20510,34145,25262,12873,39060,25085,79609,7564,107676,534030,533198,11558,12390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -67477,  -40358,  -28209,    1201,   -4333,   -3358,    3650,   -7099,   -3490,   -3290,     104,  -19959,  -65604,  -66344,   -1873,   -1133,100.0,48.2,54.0,3.8,6.3,4.6,2.4,7.2,4.6,14.6,1.4,19.7,97.9,97.7,2.1,2.3,100.0,48.2,54.0,3.8,6.3,4.6,2.4,7.2,4.6,14.6,1.4,19.7,97.9,97.7,2.1,2.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     47,     47,      8,      7,     13,      6,     13,     13,     25,     15,     35,118,    114,     47,     47,      8,      7,     13,      6,     13,     13,     25,     15,     35,    118,    114,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,37.1,31.1,48.0,46.8,26.9,23.1,35.3,34.3,37.1,31.1,48.0,46.8,26.9,23.1,35.3,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-20,2024-02-23,0,145874,27631,44573,24788,30420,5124,0,0,0,53117,16406,12017,122677,108540,23197,37334,145874,27631,44573,24788,30420,5124,0,0,0,53117,16406,12017,122677,108540,23197,37334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    3264,     -64,     494,     295,     691,     120,       0,       0,       0,     814,     202,     863,    2028,    2370,    1236,     894,100.0,18.9,30.6,17.0,20.9,3.5,0.0,0.0,0.0,36.4,11.2,8.2,84.1,74.4,15.9,25.6,100.0,18.9,30.6,17.0,20.9,3.5,0.0,0.0,0.0,36.4,11.2,8.2,84.1,74.4,15.9,25.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     14,     20,      5,      6,      5,      0,      0,      0,      6,      4,      7,30,     37,     14,     20,      5,      6,      5,      0,      0,      0,      6,      4,      7,     30,     37,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,44.2,28.8,61.9,43.2,42.4,28.8,56.9,40.4,44.2,28.8,61.9,43.2,42.4,28.8,56.9,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-27,2024-03-01,0,553479,266045,303098,20422,32293,24510,14414,45945,24639,88936,7652,103084,542050,541221,11429,12258,553479,266045,303098,20422,32293,24510,14414,45945,24639,88936,7652,103084,542050,541221,11429,12258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    7891,    3030,    8692,     -88,   -1852,    -752,    1541,    6885,    -446,    9327,      88,   -4592,    8020,    8023,    -129,    -132,100.0,48.1,54.8,3.7,5.8,4.4,2.6,8.3,4.5,16.1,1.4,18.6,97.9,97.8,2.1,2.2,100.0,48.1,54.8,3.7,5.8,4.4,2.6,8.3,4.5,16.1,1.4,18.6,97.9,97.8,2.1,2.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     45,     45,      8,      7,     13,      6,     12,     13,     23,     16,     38,119,    114,     45,     45,      8,      7,     13,      6,     12,     13,     23,     16,     38,    119,    114,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,35.8,28.7,45.9,45.5,26.8,21.7,33.3,32.1,35.8,28.7,45.9,45.5,26.8,21.7,33.3,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-27,2024-03-01,0,151319,31087,44874,24865,33426,5289,0,0,0,54281,16786,12118,127640,112493,23679,38826,151319,31087,44874,24865,33426,5289,0,0,0,54281,16786,12118,127640,112493,23679,38826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    5445,    3456,     301,      77,    3006,     165,       0,       0,       0,    1164,     380,     101,    4963,    3953,     482,    1492,100.0,20.5,29.7,16.4,22.1,3.5,0.0,0.0,0.0,35.9,11.1,8.0,84.4,74.3,15.6,25.7,100.0,20.5,29.7,16.4,22.1,3.5,0.0,0.0,0.0,35.9,11.1,8.0,84.4,74.3,15.6,25.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     15,     19,      5,      6,      5,      0,      0,      0,      6,      4,      6,30,     36,     15,     19,      5,      6,      5,      0,      0,      0,      6,      4,      6,     30,     36,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,44.6,29.6,62.4,43.5,42.9,29.6,57.5,40.9,44.6,29.6,62.4,43.5,42.9,29.6,57.5,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,2024-03-08,0,572853,261179,307095,22097,31852,30039,15241,41641,26734,87776,7001,116404,559470,560766,13383,12087,572853,261179,307095,22097,31852,30039,15241,41641,26734,87776,7001,116404,559470,560766,13383,12087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   19374,   -4866,    3997,    1675,    -441,    5529,     827,   -4304,    2095,   -1160,    -651,   13320,   17420,   19545,    1954,    -171,100.0,45.6,53.6,3.9,5.6,5.2,2.7,7.3,4.7,15.3,1.2,20.3,97.7,97.9,2.3,2.1,100.0,45.6,53.6,3.9,5.6,5.2,2.7,7.3,4.7,15.3,1.2,20.3,97.7,97.9,2.3,2.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     47,     45,      8,      8,     14,      7,     11,     14,     29,     15,     40,123,    120,     47,     45,      8,      8,     14,      7,     11,     14,     29,     15,     40,    123,    120,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,35.7,28.9,45.5,44.7,25.9,20.3,32.4,30.5,35.7,28.9,45.5,44.7,25.9,20.3,32.4,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,2024-03-08,0,136071,18237,41192,26477,30373,3562,0,0,0,59103,21289,6326,113705,102742,22366,33329,136071,18237,41192,26477,30373,3562,0,0,0,59103,21289,6326,113705,102742,22366,33329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -15248,  -12850,   -3682,    1612,   -3053,   -1727,       0,       0,       0,    4822,    4503,   -5792,  -13935,   -9751,   -1313,   -5497,100.0,13.4,30.3,19.5,22.3,2.6,0.0,0.0,0.0,43.4,15.6,4.6,83.6,75.5,16.4,24.5,100.0,13.4,30.3,19.5,22.3,2.6,0.0,0.0,0.0,43.4,15.6,4.6,83.6,75.5,16.4,24.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     14,     18,      5,      6,      5,      0,      0,      0,      6,      5,      7,30,     36,     14,     18,      5,      6,      5,      0,      0,      0,      6,      5,      7,     30,     36,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,47.2,31.2,64.4,46.3,46.4,31.2,60.8,45.5,47.2,31.2,64.4,46.3,46.4,31.2,60.8,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,2024-03-15,0,586254,281554,319680,21385,32337,37954,12339,37872,29136,84314,10076,102755,569437,569810,16817,16444,586254,281554,319680,21385,32337,37954,12339,37872,29136,84314,10076,102755,569437,569810,16817,16444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   13401,   20375,   12585,    -712,     485,    7915,   -2902,   -3769,    2402,   -3462,    3075,  -13649,    9967,    9044,    3434,    4357,100.0,48.0,54.5,3.6,5.5,6.5,2.1,6.5,5.0,14.4,1.7,17.5,97.1,97.2,2.9,2.8,100.0,48.0,54.5,3.6,5.5,6.5,2.1,6.5,5.0,14.4,1.7,17.5,97.1,97.2,2.9,2.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     46,     44,      8,      8,     14,      6,     12,     13,     25,     15,     36,119,    113,     46,     44,      8,      8,     14,      6,     12,     13,     25,     15,     36,    119,    113,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,32.9,26.8,42.8,41.5,23.7,19.9,30.2,29.9,32.9,26.8,42.8,41.5,23.7,19.9,30.2,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,2024-03-15,0,150126,29022,47204,28386,31454,3943,0,0,0,56016,22493,11353,128720,116447,21406,33679,150126,29022,47204,28386,31454,3943,0,0,0,56016,22493,11353,128720,116447,21406,33679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   14055,   10785,    6012,    1909,    1081,     381,       0,       0,       0,   -3087,    1204,    5027,   15015,   13705,    -960,     350,100.0,19.3,31.4,18.9,21.0,2.6,0.0,0.0,0.0,37.3,15.0,7.6,85.7,77.6,14.3,22.4,100.0,19.3,31.4,18.9,21.0,2.6,0.0,0.0,0.0,37.3,15.0,7.6,85.7,77.6,14.3,22.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     18,     20,      6,      6,      7,      0,      0,      0,      6,      5,      7,36,     39,     18,     20,      6,      6,      7,      0,      0,      0,      6,      5,      7,     36,     39,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,45.6,30.2,63.1,44.1,43.9,28.5,56.7,41.5,45.6,30.2,63.1,44.1,43.9,28.5,56.7,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,2024-03-22,0,578096,274996,325297,21209,29436,37622,13555,32464,26209,88645,10430,100552,562788,562010,15308,16086,578096,274996,325297,21209,29436,37622,13555,32464,26209,88645,10430,100552,562788,562010,15308,16086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -8158,   -6558,    5617,    -176,   -2901,    -332,    1216,   -5408,   -2927,    4331,     354,   -2203,   -6649,   -7800,   -1509,    -358,100.0,47.6,56.3,3.7,5.1,6.5,2.3,5.6,4.5,15.3,1.8,17.4,97.4,97.2,2.6,2.8,100.0,47.6,56.3,3.7,5.1,6.5,2.3,5.6,4.5,15.3,1.8,17.4,97.4,97.2,2.6,2.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     48,     45,      7,      8,     14,      5,     12,     11,     24,     18,     36,117,    115,     48,     45,      7,      8,     14,      5,     12,     11,     24,     18,     36,    117,    115,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,31.8,26.6,42.0,40.9,22.1,19.4,28.7,28.7,31.8,26.6,42.0,40.9,22.1,19.4,28.7,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,2024-03-22,0,160575,31576,49613,30980,33106,3995,0,0,0,57677,23756,13334,137562,123804,23013,36771,160575,31576,49613,30980,33106,3995,0,0,0,57677,23756,13334,137562,123804,23013,36771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   10449,    2554,    2409,    2594,    1652,      52,       0,       0,       0,    1661,    1263,    1981,    8842,    7357,    1607,    3092,100.0,19.7,30.9,19.3,20.6,2.5,0.0,0.0,0.0,35.9,14.8,8.3,85.7,77.1,14.3,22.9,100.0,19.7,30.9,19.3,20.6,2.5,0.0,0.0,0.0,35.9,14.8,8.3,85.7,77.1,14.3,22.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     21,     20,      6,      6,      7,      0,      0,      0,      6,      5,      7,39,     39,     21,     20,      6,      6,      7,      0,      0,      0,      6,      5,      7,     39,     39,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,44.9,29.8,61.7,44.6,42.5,27.8,55.0,40.4,44.9,29.8,61.7,44.6,42.5,27.8,55.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,2024-03-29,0,164232,33423,49929,31163,35415,4199,0,0,0,59189,24445,13366,141340,127354,22892,36878,164232,33423,49929,31163,35415,4199,0,0,0,59189,24445,13366,141340,127354,22892,36878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    3657,    1847,     316,     183,    2309,     204,       0,       0,       0,    1512,     689,      32,    3778,    3550,    -121,     107,100.0,20.4,30.4,19.0,21.6,2.6,0.0,0.0,0.0,36.0,14.9,8.1,86.1,77.5,13.9,22.5,100.0,20.4,30.4,19.0,21.6,2.6,0.0,0.0,0.0,36.0,14.9,8.1,86.1,77.5,13.9,22.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,     22,     20,      6,      6,      7,      0,      0,      0,      6,      6,      9,41,     41,     22,     20,      6,      6,      7,      0,      0,      0,      6,      6,      9,     41,     41,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,44.7,30.8,61.9,45.5,42.1,28.9,55.3,41.3,44.7,30.8,61.9,45.5,42.1,28.9,55.3,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
